"id","csv_id","sample","individual","species","file_name","camera","collection_date","sample_station","nature_density","habitat","plot_number","type","determiner","notes","max_feret_diameter","perimeter","area","holes","area_plus_holes","exposure_time","framerate","light_intensity","aperture","image_path","operator","roi_left","roi_top","roi_right","roi_bottom","date","machine","roi_centroid","img_time","previous_img_time","interval","previous_roi_centroid","roi_centroid_difference","distance_mm","duration","speed","area_mm"
101423,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-715.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,123,367,5469,140,5609,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,180,464,644,2021-02-02 14:09:17,"standard",412,2021-02-02 14:09:17.715,2021-02-02 14:09:17.697,0,396,16,0.318090818904933,0.0179998874664307,17.671822643234,2.16157459004937
101424,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-735.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,122,362,5486,142,5628,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,196,464,660,2021-02-02 14:09:17,"standard",428,2021-02-02 14:09:17.735,2021-02-02 14:09:17.715,0,412,16,0.318090818904933,0.0199999809265137,15.9045561130133,2.16829369190178
101425,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-757.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,122,369,5489,148,5637,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,212,464,676,2021-02-02 14:09:17,"standard",444,2021-02-02 14:09:17.757,2021-02-02 14:09:17.735,0,428,16,0.318090818904933,0.0220000743865967,14.4586246989568,2.16947941575809
101427,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-798.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,121,366,5515,151,5666,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,244,464,708,2021-02-02 14:09:17,"standard",476,2021-02-02 14:09:17.798,2021-02-02 14:09:17.778,0,460,16,0.318090818904933,0.0199999809265137,15.9045561130133,2.17975568917942
101428,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-816.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,121,365,5506,166,5672,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,260,464,724,2021-02-02 14:09:17,"standard",492,2021-02-02 14:09:17.816,2021-02-02 14:09:17.798,0,476,16,0.318090818904933,0.0179998874664307,17.671822643234,2.1761985176105
101429,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-836.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,121,358,5533,166,5699,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,276,464,740,2021-02-02 14:09:17,"standard",508,2021-02-02 14:09:17.836,2021-02-02 14:09:17.816,0,492,16,0.318090818904933,0.0199999809265137,15.9045561130133,2.18687003231727
101430,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-858.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,121,362,5536,185,5721,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,292,464,756,2021-02-02 14:09:17,"standard",524,2021-02-02 14:09:17.858,2021-02-02 14:09:17.836,0,508,16,0.318090818904933,0.0220000743865967,14.4586246989568,2.18805575617358
101431,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-879.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,120,364,5552,181,5733,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,308,464,772,2021-02-02 14:09:17,"standard",540,2021-02-02 14:09:17.879,2021-02-02 14:09:17.858,0,524,16,0.318090818904933,0.0209999084472656,15.147247889376,2.19437961674056
101432,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-898.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,120,368,5565,185,5750,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,324,464,788,2021-02-02 14:09:17,"standard",556,2021-02-02 14:09:17.898,2021-02-02 14:09:17.879,0,540,16,0.318090818904933,0.0190000534057617,16.7415749899141,2.19951775345122
101433,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-918.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,120,367,5576,195,5771,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,340,464,804,2021-02-02 14:09:17,"standard",572,2021-02-02 14:09:17.918,2021-02-02 14:09:17.898,0,556,16,0.318090818904933,0.0199999809265137,15.9045561130133,2.20386540759102
101435,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-957.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,120,362,5610,187,5797,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,371,464,835,2021-02-02 14:09:17,"standard",603,2021-02-02 14:09:17.957,2021-02-02 14:09:17.939,0,588,15,0.298210142723374,0.0180001258850098,16.567114287335,2.21730361129584
101436,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-978.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,119,367,5615,200,5815,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,387,464,851,2021-02-02 14:09:17,"standard",619,2021-02-02 14:09:17.978,2021-02-02 14:09:17.957,0,603,16,0.318090818904933,0.0209999084472656,15.147247889376,2.21927981772302
101437,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-17-999.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,119,360,5654,190,5844,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,403,464,867,2021-02-02 14:09:17,"standard",635,2021-02-02 14:09:17.999,2021-02-02 14:09:17.978,0,619,16,0.318090818904933,0.0210001468658447,15.1470759198492,2.23469422785503
101438,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-18-018.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,119,370,5630,208,5838,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,419,464,883,2021-02-02 14:09:18,"standard",651,2021-02-02 14:09:18.018,2021-02-02 14:09:17.999,0,635,16,0.318090818904933,0.0189998149871826,16.7417850710398,2.22520843700456
101439,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-18-036.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,118,364,5661,195,5856,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,435,464,899,2021-02-02 14:09:18,"standard",667,2021-02-02 14:09:18.036,2021-02-02 14:09:18.018,0,651,16,0.318090818904933,0.0180001258850098,17.6715885731574,2.23746091685308
101440,"2020-210128",208704,"208704_1","Araneae","1_208704_1_2021_02_02-14-09-18-059.PNG",1,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,118,359,5644,209,5853,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,450,464,914,2021-02-02 14:09:18,"standard",682,2021-02-02 14:09:18.059,2021-02-02 14:09:18.036,0,667,15,0.298210142723374,0.0230000019073486,12.9656573040585,2.23074181500067
101441,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-545.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,108,416,5446,30,5476,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,11,464,475,2021-02-02 14:09:17,"standard",243,2021-02-02 14:09:17.545,NA,NA,NA,NA,NA,NA,NA,2.15248404048434
101442,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-564.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,107,408,5422,32,5454,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,28,464,492,2021-02-02 14:09:17,"standard",260,2021-02-02 14:09:17.564,2021-02-02 14:09:17.545,0,243,17,0.337971495086491,0.0189998149871826,17.7881466379798,2.14299824963388
101443,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-584.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,105,389,5404,47,5451,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,46,464,510,2021-02-02 14:09:17,"standard",278,2021-02-02 14:09:17.584,2021-02-02 14:09:17.564,0,260,18,0.357852171268049,0.0200002193450928,17.8924123327603,2.13588390649603
101444,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-606.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,104,378,5377,54,5431,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,63,464,527,2021-02-02 14:09:17,"standard",295,2021-02-02 14:09:17.606,2021-02-02 14:09:17.584,0,278,17,0.337971495086491,0.0219998359680176,15.3624552282035,2.12521239178926
101445,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-626.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,104,374,5336,66,5402,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,80,464,544,2021-02-02 14:09:17,"standard",312,2021-02-02 14:09:17.626,2021-02-02 14:09:17.606,0,295,17,0.337971495086491,0.0199999809265137,16.8985908700766,2.10900749908638
101446,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-645.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,358,5308,77,5385,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,97,464,561,2021-02-02 14:09:17,"standard",329,2021-02-02 14:09:17.645,2021-02-02 14:09:17.626,0,312,17,0.337971495086491,0.0190000534057617,17.7879234267837,2.09794074309418
101447,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-663.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,352,5250,96,5346,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,114,464,578,2021-02-02 14:09:17,"standard",346,2021-02-02 14:09:17.663,2021-02-02 14:09:17.645,0,329,17,0.337971495086491,0.0180001258850098,18.7760628589797,2.07501674853889
101448,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-685.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,101,340,5221,105,5326,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,130,464,594,2021-02-02 14:09:17,"standard",362,2021-02-02 14:09:17.685,2021-02-02 14:09:17.663,0,346,16,0.318090818904933,0.0219998359680176,14.4587813912503,2.06355475126125
101449,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-705.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,100,336,5143,123,5266,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,147,464,611,2021-02-02 14:09:17,"standard",379,2021-02-02 14:09:17.705,2021-02-02 14:09:17.685,0,362,17,0.337971495086491,0.0199999809265137,16.8985908700766,2.03272593099724
101450,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-725.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,99,334,5104,124,5228,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,164,464,628,2021-02-02 14:09:17,"standard",396,2021-02-02 14:09:17.725,2021-02-02 14:09:17.705,0,379,17,0.337971495086491,0.0199999809265137,16.8985908700766,2.01731152086524
101451,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-744.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,99,335,5011,143,5154,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,180,464,644,2021-02-02 14:09:17,"standard",412,2021-02-02 14:09:17.744,2021-02-02 14:09:17.725,0,396,16,0.318090818904933,0.0190000534057617,16.7415749899141,1.98055408131969
101452,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-765.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,99,360,4938,140,5078,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,196,464,660,2021-02-02 14:09:17,"standard",428,2021-02-02 14:09:17.765,2021-02-02 14:09:17.744,0,412,16,0.318090818904933,0.0210001468658447,15.1470759198492,1.95170146748286
101453,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-786.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,100,358,4854,136,4990,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,213,464,677,2021-02-02 14:09:17,"standard",445,2021-02-02 14:09:17.786,2021-02-02 14:09:17.765,0,428,17,0.337971495086491,0.0209999084472656,16.093950882462,1.91850119950624
101454,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-806.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,99,352,4797,136,4933,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,229,464,693,2021-02-02 14:09:17,"standard",461,2021-02-02 14:09:17.806,2021-02-02 14:09:17.786,0,445,16,0.318090818904933,0.0199999809265137,15.9045561130133,1.89597244623639
101455,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-825.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,100,351,4752,123,4875,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,245,464,709,2021-02-02 14:09:17,"standard",477,2021-02-02 14:09:17.825,2021-02-02 14:09:17.806,0,461,16,0.318090818904933,0.0190000534057617,16.7415749899141,1.87818658839177
101456,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-845.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,100,346,4722,117,4839,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,261,464,725,2021-02-02 14:09:17,"standard",493,2021-02-02 14:09:17.845,2021-02-02 14:09:17.825,0,477,16,0.318090818904933,0.0199999809265137,15.9045561130133,1.86632934982869
101457,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-866.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,101,339,4707,107,4814,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,277,464,741,2021-02-02 14:09:17,"standard",509,2021-02-02 14:09:17.866,2021-02-02 14:09:17.845,0,493,16,0.318090818904933,0.0209999084472656,15.147247889376,1.86040073054715
101458,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-887.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,101,337,4679,95,4774,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,293,464,757,2021-02-02 14:09:17,"standard",525,2021-02-02 14:09:17.887,2021-02-02 14:09:17.866,0,509,16,0.318090818904933,0.0210001468658447,15.1470759198492,1.84933397455495
101459,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-907.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,337,4650,92,4742,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,309,464,773,2021-02-02 14:09:17,"standard",541,2021-02-02 14:09:17.907,2021-02-02 14:09:17.887,0,525,16,0.318090818904933,0.0199999809265137,15.9045561130133,1.8378719772773
101460,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-926.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,101,331,4624,97,4721,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,325,464,789,2021-02-02 14:09:17,"standard",557,2021-02-02 14:09:17.926,2021-02-02 14:09:17.907,0,541,16,0.318090818904933,0.0190000534057617,16.7415749899141,1.82759570385597
101461,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-947.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,333,4602,98,4700,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,341,464,805,2021-02-02 14:09:17,"standard",573,2021-02-02 14:09:17.947,2021-02-02 14:09:17.926,0,557,16,0.318090818904933,0.0209999084472656,15.147247889376,1.81890039557638
101462,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-965.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,101,330,4573,91,4664,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,357,464,821,2021-02-02 14:09:17,"standard",589,2021-02-02 14:09:17.965,2021-02-02 14:09:17.947,0,573,16,0.318090818904933,0.0179998874664307,17.671822643234,1.80743839829873
101463,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-17-991.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,326,4580,98,4678,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,373,464,837,2021-02-02 14:09:17,"standard",605,2021-02-02 14:09:17.991,2021-02-02 14:09:17.965,0,589,16,0.318090818904933,0.0260000228881836,12.2342514955822,1.81020508729678
101464,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-009.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,326,4559,94,4653,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,389,464,853,2021-02-02 14:09:18,"standard",621,2021-02-02 14:09:18.009,2021-02-02 14:09:17.991,0,605,16,0.318090818904933,0.0180001258850098,17.6715885731574,1.80190502030263
101465,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-027.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,102,319,4542,102,4644,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,404,464,868,2021-02-02 14:09:18,"standard",636,2021-02-02 14:09:18.027,2021-02-02 14:09:18.009,0,621,15,0.298210142723374,0.0179998874664307,16.5673337280318,1.79518591845022
101466,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-045.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,321,4554,97,4651,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,420,464,884,2021-02-02 14:09:18,"standard",652,2021-02-02 14:09:18.045,2021-02-02 14:09:18.027,0,636,16,0.318090818904933,0.0180001258850098,17.6715885731574,1.79992881387545
101467,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-066.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,320,4542,94,4636,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,436,464,900,2021-02-02 14:09:18,"standard",668,2021-02-02 14:09:18.066,2021-02-02 14:09:18.045,0,652,16,0.318090818904933,0.0209999084472656,15.147247889376,1.79518591845022
101468,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-083.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,323,4544,103,4647,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,452,464,916,2021-02-02 14:09:18,"standard",684,2021-02-02 14:09:18.083,2021-02-02 14:09:18.066,0,668,16,0.318090818904933,0.0169999599456787,18.7112687277707,1.79597640102109
101469,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-101.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,316,4528,103,4631,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,468,464,932,2021-02-02 14:09:18,"standard",700,2021-02-02 14:09:18.101,2021-02-02 14:09:18.083,0,684,16,0.318090818904933,0.0180001258850098,17.6715885731574,1.78965254045411
101470,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-121.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,311,4530,111,4641,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,483,464,947,2021-02-02 14:09:18,"standard",715,2021-02-02 14:09:18.121,2021-02-02 14:09:18.101,0,700,15,0.298210142723374,0.0199999809265137,14.91052135595,1.79044302302498
101471,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-142.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,317,4511,117,4628,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,499,464,963,2021-02-02 14:09:18,"standard",731,2021-02-02 14:09:18.142,2021-02-02 14:09:18.121,0,715,16,0.318090818904933,0.0209999084472656,15.147247889376,1.7829334386017
101472,"2020-210128",208704,"208704_1","Araneae","2_208704_1_2021_02_02-14-09-18-161.PNG",2,2020-06-24,"PM8V","high","PM",8,"V","CLM",NA,103,315,4507,114,4621,2000,50,100,8,"\images\Expo_2000_Ap_8\Araneae\208704\208704_1","CLM",0,515,464,979,2021-02-02 14:09:18,"standard",747,2021-02-02 14:09:18.161,2021-02-02 14:09:18.142,0,731,16,0.318090818904933,0.0190000534057617,16.7415749899141,1.78135247345996
